Sentence,Aspect Term,polarity,Aspect_Label,Sentiment_Label
The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,kebabs,1,1927,1
The tuna and wasabe potatoes are excellent.,tuna,1,1928,1
The tuna and wasabe potatoes are excellent.,wasabe potatoes,1,1929,1
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat check girls,0,1930,2
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat check girls,0,1930,2
My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,food,1,1031,1
Ummm...the beer was cold.,beer,1,1468,1
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",desserts,1,1327,1
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",cannoli,1,1931,1
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",after dinner drink,1,1932,1
"Good crowd, good outdoor seating, with a hip japanese vibe.",outdoor seating,1,1453,1
"Good crowd, good outdoor seating, with a hip japanese vibe.",vibe,1,1060,1
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",room,2,1396,0
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",area,0,1933,2
"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",owners,1,1341,1
"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",ambiance,1,1170,1
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",tanks,0,1934,2
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",tanks,1,1934,1
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",dim sum,2,1248,0
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",brunch,2,1239,0
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",Halibut,0,1935,2
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",dessert,2,1221,0
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",service,0,34,2
"The view is spectacular, and the food is great.",view,1,1306,1
"The view is spectacular, and the food is great.",food,1,1031,1
"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.",food,2,1031,0
Good bagels and good cream cheese.,bagels,1,1098,1
Good bagels and good cream cheese.,cream cheese,1,1936,1
"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,1,1031,1
"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,1,34,1
It is also extremely well priced.,priced,1,336,1
Always great service!,service,1,34,1
I am happy i did the food was awsome.,food,1,1031,1
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,0,1937,2
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken,0,1377,2
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",meat,0,1260,2
A bit breezy up there on the mezzanine from the wind coming from the tracks.,mezzanine,0,1938,2
I went to DF for Valentines Day dinner.,Valentines Day dinner,2,1939,0
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish,1,1940,1
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",drunken chicken,1,1941,1
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",soupy dumplings,1,1942,1
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",stir fry blue crab,1,1943,1
I LOVED THE SHOWS.,SHOWS,1,1859,1
We could have made a meal of the yummy dumplings from the dumpling menu.,dumplings,1,1633,1
We could have made a meal of the yummy dumplings from the dumpling menu.,meal,1,1076,1
We could have made a meal of the yummy dumplings from the dumpling menu.,dumpling menu,1,1944,1
The aesthetics of this place are like an airport lounge.,aesthetics,0,607,2
The aesthetics of this place are like an airport lounge.,place,0,1074,2
"Then, get ripped on free box wine.",box wine,1,1945,1
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,1,1031,1
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,0,1162,2
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",staff,0,282,2
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,0,1946,2
The food itself was just ok - nothing spectacular - but the service was awful.,food,2,1031,0
The food itself was just ok - nothing spectacular - but the service was awful.,service,0,34,2
The pizza is yummy and I like the atmoshpere.,pizza,1,1050,1
The pizza is yummy and I like the atmoshpere.,atmoshpere,1,1947,1
"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.",seats,0,1054,2
"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",roll,0,1244,2
"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",menu,0,1033,2
Good food.,food,1,1031,1
"those rolls were big, but not good and sashimi wasn't fresh.",sashimi,0,1948,2
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza,1,1164,1
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",Italian cheese,1,1949,1
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",thin-crust pizza,1,1950,1
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",shrimp appetizer,1,1951,1
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",lamb vindaloo,1,1952,1
"However, go for the ambience, and consider the food just a companion for a trip across the world!",ambience,1,1232,1
"However, go for the ambience, and consider the food just a companion for a trip across the world!",food,0,1031,2
Food was good not great not worth the wait or another visit,wait,0,1305,2
"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.",dinners,1,1953,1
"When you want a piece of beef, head on over.",beef,1,1597,1
"Delicate spices, onions, eggs and a kick-ass roti.",spices,1,1954,1
"Delicate spices, onions, eggs and a kick-ass roti.",onions,1,1955,1
"Delicate spices, onions, eggs and a kick-ass roti.",eggs,1,1881,1
"Delicate spices, onions, eggs and a kick-ass roti.",roti,1,1956,1
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,food,1,1031,1
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,price,1,37,1
"Also, if you don't want to sit at a certain table, you don't have to!",table,1,1087,1
The menu has lots of options: I hope to go back to try those potato pancakes.,menu,1,1033,1
The menu has lots of options: I hope to go back to try those potato pancakes.,potato pancakes,1,1957,1
As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,fried dumpling,1,1958,1
"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",staff,0,282,2
"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",service,0,34,2
"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",primi,1,1959,1
"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",secondi,1,1960,1
"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",portions,1,1230,1
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,employees,0,1270,2
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,dining area,2,1961,0
Delicious crab cakes too.,crab cakes,1,1962,1
This was the worst dining experience I've ever had.,dining experience,0,1130,2
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,1,34,1
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,staff,1,282,1
Just bring someone who speaks Cantonese because waiter may not understand you.,waiter,0,1296,2
The bruschetta and panini's are so yummy!,bruschetta,1,1348,1
The bruschetta and panini's are so yummy!,panini,1,1349,1
"Food was okay, nothing great.",Food,2,1149,0
Every waitress and customer who passed by me bumped into my chair.,waitress,2,1160,0
"Always popular, always full, always a wait.",wait,0,1305,2
It is run by the same Sichuan chef who started the chain in Chinatown.,Sichuan chef,2,1963,0
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",spicy tuna roll,0,1790,2
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",serving,2,1574,0
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",nori,0,1964,2
"I can't wait for summer, when they serve outside on their gigantic patio.",patio,1,1965,1
Best Pastrami I ever had and great portion without being ridiculous.,Pastrami,1,1966,1
Best Pastrami I ever had and great portion without being ridiculous.,portion,1,1257,1
"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",food,2,1031,0
go here for the drinks!,drinks,1,1046,1
"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",courses,1,1072,1
"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",chocolate sampler,0,1534,2
"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",dessert wine,0,1535,2
"Butter was melted, white wine warm, cheese oozing everywhere.",Butter,0,1967,2
"Butter was melted, white wine warm, cheese oozing everywhere.",white wine,0,1968,2
"Butter was melted, white wine warm, cheese oozing everywhere.",cheese,0,1043,2
We had a party in their private room and they made it truly memorable and were very helpful in the planning.,private room,2,1969,0
"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",ambience,0,1232,2
"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",place,0,1074,2
"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",aisle,0,1970,2
We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,pre-fixe menu,0,1971,2
We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,choices per course,2,1972,0
We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,ordering a la carte,0,1973,2
Authentic Pakistani food.,Pakistani food,1,1974,1
"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",staff,1,282,1
"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",chef,1,1119,1
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",eggplant parmesan,1,1975,1
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",baked ziti with meatsauce,1,1976,1
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",serves,1,1653,1
"Quality ingredients preparation all around, and a very fair price for NYC.",ingredients,1,1044,1
"Quality ingredients preparation all around, and a very fair price for NYC.",price,1,37,1
"Service was very good - prompt, attentive and non-intrusive.",Service,1,1133,1
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",hot pot with seafood,0,1977,2
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",shrimp,0,1978,2
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",squid,0,1435,2
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",entree,1,1553,1
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",crabmeat,0,1979,2
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,cheese fondue,2,1840,0
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,kielbasa,2,1980,0
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,apples,2,1981,0
"In such a crappy part of town to find a good value for lunch, this place is great.",value,1,60,1
"In such a crappy part of town to find a good value for lunch, this place is great.",lunch,1,1082,1
"Its not curry in a slurry crap, and regular run of the mill food.",curry,2,1982,0
"Its not curry in a slurry crap, and regular run of the mill food.",food,2,1031,0
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",food,0,1031,2
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",menu,2,1033,0
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",table,1,1087,1
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",seated,1,1319,1
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",white sauce,0,1983,2
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",Chinese food,2,1611,0
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",bread,1,1419,1
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",paratha bread,1,1984,1
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",bread,0,1419,2
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",stuffing,1,1985,1
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",tandoori,1,1986,1
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",Service,1,1133,1
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",prices,1,829,1
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",delivery time,0,1987,2
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",pizza,1,1050,1
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,1,1031,1
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,price,1,37,1
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,1,1031,1
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,2,1031,0
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,0,1031,2
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",service,1,34,1
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",decor,1,1322,1
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",food,1,1031,1
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",portions,1,1230,1
An excellent service,service,1,34,1
"The food however, is what one might expect.",food,2,1031,0
I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!,Thai noodles with shrimp and chicken and coconut juice,1,1988,1
The pizza was really good.,pizza,1,1050,1
"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.",menu items,0,1178,2
"Food is average, and I would say even the chain restaurant Baluchi's tastes better.",Food,2,1149,0
The place is small and cramped but the food is fantastic.,place,0,1074,2
The place is small and cramped but the food is fantastic.,food,1,1031,1
The food is tasty and portion sizes are appropriate.,food,1,1031,1
The food is tasty and portion sizes are appropriate.,portion sizes,1,1989,1
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,Kosher dills,1,1990,1
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,sandwich,1,1852,1
The entertainment was great they have shows that go on through out the dinner.,shows,1,1538,1
The entertainment was great they have shows that go on through out the dinner.,dinner,2,1083,0
The entertainment was great they have shows that go on through out the dinner.,entertainment,1,1713,1
The food is so cheap and the waiters are nice.,food,1,1031,1
The food is so cheap and the waiters are nice.,waiters,1,1036,1
The food there is so good that even to order out the wait is incredible.,food,1,1031,1
The food there is so good that even to order out the wait is incredible.,wait,0,1305,2
The bartender on my most recent visit was so incredibly rude that I will never go back.,bartender,0,1167,2
"Their sushi, Kamikaze and other Rolls are fresh and well presented.",sushi,1,1065,1
"Their sushi, Kamikaze and other Rolls are fresh and well presented.",Kamikaze,1,1991,1
"Their sushi, Kamikaze and other Rolls are fresh and well presented.",Rolls,1,1992,1
"For authentic Thai food, look no further than Toons.",Thai food,1,1079,1
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",mayonaisse,0,1993,2
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",food runners,2,1994,0
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",bill,0,1281,2
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",fries,0,1575,2
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",braised lamb shank in red wine,1,1995,1
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",special,1,1996,1
"If anyones has doubt of not knowing enough about wines,please check their wine list.",wines,2,1335,0
"If anyones has doubt of not knowing enough about wines,please check their wine list.",wine list,1,1078,1
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",waitstaff,0,1418,2
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",food,2,1031,0
Have the iced tea.,iced tea,1,1997,1
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",salmon,0,1455,2
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",chicken,1,1377,1
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",servings,0,1998,2
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",entree,0,1553,2
you can actually get 2 salads worth if u take it home and add it to some lettuce!,salads,0,1190,2
you can actually get 2 salads worth if u take it home and add it to some lettuce!,lettuce,2,1999,0
The ambience is very romantic and definitely a good place to bring a date.,ambience,1,1232,1
The ambience is very romantic and definitely a good place to bring a date.,place,1,1074,1
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",bar,1,1086,1
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",tables,0,1161,2
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",waiter,2,1296,0
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",bartender,2,1167,0
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",atmosphere,1,1048,1
"The food is very good for it's price, better than most fried dumplings I've had.",food,1,1031,1
"The food is very good for it's price, better than most fried dumplings I've had.",price,1,37,1
"The food is very good for it's price, better than most fried dumplings I've had.",fried dumplings,0,1479,2
There are much better places in NY with better prices.,prices,0,829,2
Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,Obv caviar,1,2000,1
Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,menu,1,1033,1
I ate here a week ago and found most dishes average at best and too expensive.,dishes,0,1058,2
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",food,2,1031,0
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",dining experiences,1,2001,1
I've waited over one hour for food.,food,2,1031,0
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",pizza,1,1050,1
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",santa fe chopped salad,1,2002,1
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",fish and chips,1,1573,1
The ambience is very calm and quiet.,ambience,1,1232,1
"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,0,34,2
"not only does make the best pizza in NY , maybe anywhere.",pizza,1,1050,1
The spicy Tuna roll is huge and probably the best that I've had at this price range.,Tuna roll,1,2003,1
The spicy Tuna roll is huge and probably the best that I've had at this price range.,price range,1,257,1
Price and quality of fish alone will keep us from making a return visit.,Price,0,979,2
Price and quality of fish alone will keep us from making a return visit.,fish,0,1162,2
Price and quality of fish alone will keep us from making a return visit.,quality,0,5,2
Our waiter and all of the people helping him were attentive and genuine.,waiter,1,1296,1
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,place,1,1074,1
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,dishes,1,1058,1
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,wine,1,1063,1
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,atmosphere,1,1048,1
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,served,1,1152,1
This is one of the best comfort food places in the city.,comfort food,1,2004,1
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",ingredients,1,1044,1
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",technique,1,2005,1
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",lunch,2,1082,0
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",dinner,2,1083,0
I had a huge pastrami sandwich on a roll.,pastrami sandwich,1,2006,1
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",table,0,1087,2
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",atomosphere,1,2007,1
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",room,0,1396,2
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",spot,0,1375,2
The fish was not fresh and the rice tasted old and stale.,fish,0,1162,2
The fish was not fresh and the rice tasted old and stale.,rice,0,1245,2
"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",price,0,37,2
"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",dish,0,1038,2
"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",lunch special,0,1746,2
This is the pinnacle of Indian Fast Food (all fast foods in my opinion).,Indian Fast Food,1,2008,1
"Besides, when you have bad service, that's less money you have to tip.",service,0,34,2
"Besides, when you have bad service, that's less money you have to tip.",money,0,1077,2
"Besides, when you have bad service, that's less money you have to tip.",tip,0,1259,2
The wine list is also really nice.,wine list,1,1078,1
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",Service,1,1133,1
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",oysters,1,1809,1
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",price,1,37,1
"Compared to Ess-a, Tal offers a less doughy bagel!",bagel,0,1224,2
Ballato's is consistently delicious authentic italian food.,italian food,1,2009,1
"The service was attentive, yet discreet.",service,1,34,1
For those prices and the dressed up atmosphere you expect more and should get more.,prices,0,829,2
For those prices and the dressed up atmosphere you expect more and should get more.,atmosphere,0,1048,2
They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,menu,2,1033,0
They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,drinks,1,1046,1
We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,atmosphere,1,1048,1
We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,food,1,1031,1
The food was pretty tradional but it was hot and good with large portions.,food,1,1031,1
The food was pretty tradional but it was hot and good with large portions.,portions,1,1230,1
"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.",place,0,1074,2
"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.",place,0,1074,2
You have to increase the service a lot.,service,0,34,2
Ambiance is barely romantic but management tries.,Ambiance,0,1138,2
Ambiance is barely romantic but management tries.,management,1,1326,1
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",portions,0,1230,2
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",appetizers,0,1285,2
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",appetizer,0,1372,2
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",main entree,2,2010,0
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",cold udon,2,2011,0
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",chef,1,1119,1
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",menu,1,1033,1
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",dish,0,1038,2
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",portions,0,1230,2
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,food,0,1031,2
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,rice,2,1245,0
"After we got our sashimi order, I could not believe how small the portions were!",sashimi,2,1948,0
"After we got our sashimi order, I could not believe how small the portions were!",portions,0,1230,2
"After the main course came, we didn't see our waiter for at least 40 MINUTES!",main course,2,1544,0
"After the main course came, we didn't see our waiter for at least 40 MINUTES!",waiter,0,1296,2
